 2019-12-30 02:47:25,525 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 99, progress: 0.23% loss: 18.239
 2019-12-30 02:47:31,319 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 199, progress: 0.45% loss: 0.593
 2019-12-30 02:47:37,173 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 299, progress: 0.68% loss: 0.565
 2019-12-30 02:47:43,043 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 399, progress: 0.91% loss: 0.543
 2019-12-30 02:47:48,940 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 499, progress: 1.13% loss: 0.525
 2019-12-30 02:47:54,851 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 599, progress: 1.36% loss: 0.510
 2019-12-30 02:48:00,765 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 699, progress: 1.59% loss: 0.496
 2019-12-30 02:48:06,679 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 799, progress: 1.82% loss: 0.484
 2019-12-30 02:48:12,589 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 899, progress: 2.04% loss: 0.473
 2019-12-30 02:48:18,528 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 999, progress: 2.27% loss: 0.463
 2019-12-30 02:48:24,436 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 1099, progress: 2.50% loss: 0.454
 2019-12-30 02:48:30,336 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 1199, progress: 2.73% loss: 0.445
 2019-12-30 02:48:36,243 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 1299, progress: 2.95% loss: 0.437
 2019-12-30 02:48:42,141 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 1399, progress: 3.18% loss: 0.429
 2019-12-30 02:48:48,033 [INFO] (<ipython-input-7-60ec721221d8>:33) > epoch: 0, dataset_split: 0, batch: 1499, progress: 3.41% loss: 0.422
